PageValues,ProductRelated,ExitRates,Administrative,BounceRates,TotalTime,ProductRelated_Duration,Adm_time_per_page,Informational,Administrative_Duration,Revenue
-0.3171778443096163,-0.6910031807070663,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6114862690941767,-0.5909025573961064,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6910031807070663,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.9946097379805605,-0.6969929641233985,0.5735349511628588,-0.6415852824422641,-0.6229539787319183,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.48863638737375986,0.14255095281308014,-0.6969929641233985,-0.045195817431046136,-0.3349515839571199,-0.2964301238717338,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.2862695940404534,-0.3809354383438791,-0.6969929641233985,-0.13203521703653345,-0.5672129105848612,-0.5437573552885533,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6910031807070663,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.7134883799663226,3.229315594758881,-0.39593771128091604,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6247363782311784,-0.6050121504842307,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6460327821885538,-0.42907213360171953,-0.6969929641233985,-0.45768299649364935,-0.28072428545198275,-0.23868530771478053,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6460327821885538,0.485524808777646,-0.6969929641233985,-0.45768299649364935,-0.4490497459701912,-0.41792939768613774,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.3537251918182222,-0.3547611352487759,-0.6969929641233985,-0.07097626612245886,-0.4427927499888292,-0.41126653428341237,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.5560919851515287,-0.29841541578842107,-0.6969929641233985,-0.45768299649364935,-0.505240023606736,-0.47776452393022056,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.578577184410785,0.485524808777646,-0.6969929641233985,-0.45768299649364935,-0.5948009464772114,-0.5731349216555054,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6095232899627689,-0.5888122473089769,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.19632879700342828,-0.5506821410239723,-0.09488245843843363,-0.2858133454256843,0.20181775675319627,0.24746078432326832,0.1370561609589384,-0.39647790101721364,-0.15737005968875642,0
-0.3171778443096163,-0.6910031807070663,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.42118078959599103,-0.7280749655064747,-0.6969929641233985,-0.45768299649364935,-0.4785107910843766,-0.44930146822638756,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6271901021454381,-0.6076250380931426,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.26378439478119714,-0.6805862850391334,-0.6969929641233985,-0.45768299649364935,0.8200980534455968,0.9335431700709266,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.5336067858922724,-0.7148836768091194,-0.6969929641233985,-0.45768299649364935,-0.5760708539153383,-0.5531898795567253,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6460327821885538,-0.20042290315148586,-0.6969929641233985,-0.45768299649364935,-0.5913657329972479,-0.5694768790030287,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6355327634539207,-0.6165088559634432,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6910031807070663,3.229315594758881,-0.6969929641233985,3.667188794132383,-0.6428939351966996,-0.6243475187901789,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6010623836700413,-0.06323335664997329,-0.6969929641233985,-0.45768299649364935,-0.5663377490718,-0.5428254253921272,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,0.006037996329878177,-0.6903855280714546,0.5072280472465313,-0.3987562536812262,-0.05397838511326681,-0.030989775123083593,-0.08797471768895243,-0.39647790101721364,-0.09174878468624324,0
-0.3171778443096163,-0.6235475829292975,1.171472500128347,-0.6969929641233985,0.5735349511628588,-0.6055973316999537,-0.5846316271347178,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6235475829292975,0.14255095281308014,-0.6969929641233985,-0.45768299649364935,-0.6119770138770286,-0.5914251349178887,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
2.600782488527669,0.2983455867002097,0.15945111269831905,-0.39593771128091604,0.4390282650282305,0.136776838559288,0.2027620538108872,-0.30865717356103856,0.39085862975138747,-0.4232493635782495,0
-0.3171778443096163,-0.66851798144781,1.171472500128347,-0.6969929641233985,-0.45768299649364935,-0.6257178677968823,-0.6060573055277955,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.6460327821885538,0.485524808777646,-0.6969929641233985,-0.45768299649364935,-0.6046158421342498,-0.583586472091153,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.5336067858922724,-0.3719098208445533,-0.6969929641233985,-0.45768299649364935,-0.5400829031892224,-0.5148675279767697,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
-0.3171778443096163,-0.48863638737375986,0.7599038812022403,-0.6969929641233985,0.3672913616315571,-0.5527604767298722,-0.5283674472720621,-0.43910985683517817,-0.39647790101721364,-0.4571914023726529,0
